[['geen_match_match_1', 1],'DashedSentence', {s: 'De professor besprak met geen enkele vriend de nieuwe resultaten die periode.    \n    De hele week lag hij met zeer hevige koorts op bed.'}, 'Question', {q: 'Wie lag er met koorts op bed?', as:['professor ', 'vriend '] }],
[['een_match_mis_26',26],'DashedSentence', {s: 'De opzichter liet aan een directrice de bouwplaats zien die maand.     \n    Al enkele weken was zij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directrice '] }],
[['geen_match_match_27',27],'DashedSentence', {s: 'De cipier gaf aan geen enkele echtgenoot toestemming om binnen te komen.     \n    Enkele uren daarna was hij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenoot '] }],
[['geen_mis_mis_27',27],'DashedSentence', {s: 'De cipier gaf aan geen enkele echtgenoot toestemming om binnen te komen.     \n    Enkele uren daarna was zij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenoot '] }],
[['geen_mis_match_27',27],'DashedSentence', {s: 'De cipier gaf aan geen enkele echtgenote toestemming om binnen te komen.     \n    Enkele uren daarna was hij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenote '] }],
[['geen_match_mis_27',27],'DashedSentence', {s: 'De cipier gaf aan geen enkele echtgenote toestemming om binnen te komen.     \n    Enkele uren daarna was zij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenote '] }],
[['een_match_match_27',27],'DashedSentence', {s: 'De cipier gaf aan maar één echtgenoot toestemming om binnen te komen.     \n    Enkele uren daarna was hij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenoot '] }],
[['een_mis_mis_27',27],'DashedSentence', {s: 'De cipier gaf aan maar één echtgenoot toestemming om binnen te komen.     \n    Enkele uren daarna was zij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenoot '] }],
[['een_mis_match_27',27],'DashedSentence', {s: 'De cipier gaf aan maar één echtgenote toestemming om binnen te komen.     \n    Enkele uren daarna was hij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenote '] }],
[['een_match_mis_27',27],'DashedSentence', {s: 'De cipier gaf aan maar één echtgenote toestemming om binnen te komen.     \n    Enkele uren daarna was zij nog steeds erg chagrijnig.'}, 'Question', {q: 'Wie was er chagrijnig?', as:['cipier ', 'echtgenote '] }],
[['geen_match_match_28',28],'DashedSentence', {s: 'De cabaretier maakte over geen enkele waarzegger veel grappen tijdens die voorstelling.     \n    De vorige keer had hij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegger '] }],
[['geen_mis_mis_28',28],'DashedSentence', {s: 'De cabaretier maakte over geen enkele waarzegger veel grappen tijdens die voorstelling.     \n    De vorige keer had zij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegger '] }],
[['geen_mis_match_28',28],'DashedSentence', {s: 'De cabaretier maakte over geen enkele waarzegster veel grappen tijdens die voorstelling.     \n    De vorige keer had hij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegster '] }],
[['geen_match_mis_28',28],'DashedSentence', {s: 'De cabaretier maakte over geen enkele waarzegster veel grappen tijdens die voorstelling.     \n    De vorige keer had zij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegster '] }],
[['een_match_match_28',28],'DashedSentence', {s: 'De cabaretier maakte over een waarzegger veel grappen tijdens die voorstelling.     \n    De vorige keer had hij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegger '] }],
[['een_mis_mis_28',28],'DashedSentence', {s: 'De cabaretier maakte over een waarzegger veel grappen tijdens die voorstelling.     \n    De vorige keer had zij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegger '] }],
[['een_mis_match_28',28],'DashedSentence', {s: 'De cabaretier maakte over een waarzegster veel grappen tijdens die voorstelling.     \n    De vorige keer had hij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegster '] }],
[['een_match_mis_28',28],'DashedSentence', {s: 'De cabaretier maakte over een waarzegster veel grappen tijdens die voorstelling.     \n    De vorige keer had zij zichzelf weer eens belachelijk gemaakt.'}, 'Question', {q: 'Wie had zichzelf belachelijk gemaakt?', as:['cabaretier ', 'waarzegster '] }],
[['geen_match_match_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan geen enkele diëtist om voedingsadvies die dag.     \n    Al de hele week zag hij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtist '] }],
[['geen_mis_mis_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan geen enkele diëtist om voedingsadvies die dag.     \n    Al de hele week zag zij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtist '] }],
[['geen_mis_match_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan geen enkele diëtiste om voedingsadvies die dag.     \n    Al de hele week zag hij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtiste '] }],
[['geen_match_mis_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan geen enkele diëtiste om voedingsadvies die dag.     \n    Al de hele week zag zij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtiste '] }],
[['een_match_match_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan een diëtist om voedingsadvies die dag.     \n    Al de hele week zag hij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtist '] }],
[['een_mis_mis_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan een diëtist om voedingsadvies die dag.     \n    Al de hele week zag zij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtist '] }],
[['een_mis_match_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan een diëtiste om voedingsadvies die dag.     \n    Al de hele week zag hij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtiste '] }],
[['een_match_mis_29',29],'DashedSentence', {s: 'De beroepsmilitair vroeg aan een diëtiste om voedingsadvies die dag.     \n    Al de hele week zag zij hier heel erg tegen op.'}, 'Question', {q: 'Wie zag er erg tegen op?', as:['beroepsmilitair ', 'diëtiste '] }],
[['geen_match_match_30',30],'DashedSentence', {s: 'De deurwaarder keek naar geen enkele receptionist om bij binnenkomst.    \n    Zoals wel vaker werd hij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptionist '] }],
[['geen_mis_mis_30',30],'DashedSentence', {s: 'De deurwaarder keek naar geen enkele receptionist om bij binnenkomst.    \n    Zoals wel vaker werd zij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptionist '] }],
[['geen_mis_match_30',30],'DashedSentence', {s: 'De deurwaarder keek naar geen enkele receptioniste om bij binnenkomst.    \n    Zoals wel vaker werd hij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptioniste '] }],
[['geen_match_mis_30',30],'DashedSentence', {s: 'De deurwaarder keek naar geen enkele receptioniste om bij binnenkomst.    \n    Zoals wel vaker werd zij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptioniste '] }],
[['een_match_match_30',30],'DashedSentence', {s: 'De deurwaarder keek naar slechts één receptionist om bij binnenkomst.    \n    Zoals wel vaker werd hij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptionist '] }],
[['een_mis_mis_30',30],'DashedSentence', {s: 'De deurwaarder keek naar slechts één receptionist om bij binnenkomst.    \n    Zoals wel vaker werd zij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptionist '] }],
[['een_mis_match_30',30],'DashedSentence', {s: 'De deurwaarder keek naar slechts één receptioniste om bij binnenkomst.    \n    Zoals wel vaker werd hij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptioniste '] }],
[['een_match_mis_30',30],'DashedSentence', {s: 'De deurwaarder keek naar slechts één receptioniste om bij binnenkomst.    \n    Zoals wel vaker werd zij door niet zoveel mensen opgemerkt.'}, 'Question', {q: 'Wie viel er niet zo op?', as:['deurwaarder ', 'receptioniste '] }],
[['geen_match_match_31',31],'DashedSentence', {s: 'De programmeur kreeg van geen enkele leraar feedback op het systeem.     \n    Al vanaf het begin wist hij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'leraar '] }],
[['geen_mis_mis_31',31],'DashedSentence', {s: 'De programmeur kreeg van geen enkele leraar feedback op het systeem.     \n    Al vanaf het begin wist zij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'leraar '] }],
[['geen_mis_match_31',31],'DashedSentence', {s: 'De programmeur kreeg van geen enkele lerares feedback op het systeem.     \n    Al vanaf het begin wist hij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'lerares '] }],
[['geen_match_mis_31',31],'DashedSentence', {s: 'De programmeur kreeg van geen enkele lerares feedback op het systeem.     \n    Al vanaf het begin wist zij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'lerares '] }],
[['een_match_match_31',31],'DashedSentence', {s: 'De programmeur kreeg van een leraar feedback op het systeem.     \n    Al vanaf het begin wist hij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'leraar '] }],
[['een_mis_mis_31',31],'DashedSentence', {s: 'De programmeur kreeg van een leraar feedback op het systeem.     \n    Al vanaf het begin wist zij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'leraar '] }],
[['een_mis_match_31',31],'DashedSentence', {s: 'De programmeur kreeg van een lerares feedback op het systeem.     \n    Al vanaf het begin wist hij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'lerares '] }],
[['een_match_mis_31',31],'DashedSentence', {s: 'De programmeur kreeg van een lerares feedback op het systeem.     \n    Al vanaf het begin wist zij zich er niet zo goed raad mee.'}, 'Question', {q: 'Wie zich er niet zo goed raad mee?', as:['programmeur ', 'lerares '] }],
[['geen_match_match_32',32],'DashedSentence', {s: 'De accountant had geen enkele zakenman op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenman '] }],
[['geen_mis_mis_32',32],'DashedSentence', {s: 'De accountant had geen enkele zakenman op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenman '] }],
[['geen_mis_match_32',32],'DashedSentence', {s: 'De accountant had geen enkele zakenvrouw op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenvrouw '] }],
[['geen_match_mis_32',32],'DashedSentence', {s: 'De accountant had geen enkele zakenvrouw op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenvrouw '] }],
[['een_match_match_32',32],'DashedSentence', {s: 'De accountant had een zakenman op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenman '] }],
[['een_mis_mis_32',32],'DashedSentence', {s: 'De accountant had een zakenman op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenman '] }],
[['een_mis_match_32',32],'DashedSentence', {s: 'De accountant had een zakenvrouw op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenvrouw '] }],
[['een_match_mis_32',32],'DashedSentence', {s: 'De accountant had een zakenvrouw op de hoogte gesteld die avond.     \n    Al sinds jaren had hij niet meer zoiets meegemaakt.'}, 'Question', {q: 'Wie had er al lang niet meer zoiets meegemaakt?', as:['accountant ', 'zakenvrouw '] }],
